id,per_square_meter_price
0,142652.09780611907
1,18358.924678497835
2,36439.840297535215
3,41231.3069828151
4,29308.842205913752
5,52684.170136986606
6,38846.871018969316
7,177706.86128179365
8,32760.298716312762
9,18593.48270787641
10,28310.175080737055
11,74550.96625306974
12,166451.78010851576
13,55293.47325648586
14,195172.80507653806
15,52581.37178887834
16,15354.442982527722
17,46858.27091843602
18,171819.40250694615
19,47295.01398053311
20,14124.47041403376
21,160623.18038900863
22,253437.13770074135
23,8608.857335778759
24,120595.26644940651
25,47202.73105573208
26,167348.21348310754
27,12081.299769335714
28,116258.8231634852
29,11789.917546552913
30,23827.919997658173
31,181566.09024722103
32,116543.00494140394
33,45594.34900526661
34,24934.893266454063
35,55564.12114258289
36,23275.946825420502
37,31077.466361238974
38,52248.66040152149
39,171819.40250694615
40,122076.39835517733
41,329416.47972578445
42,105082.39124875875
43,103655.49433527225
44,38827.90745038384
45,37303.98620729033
46,149644.1804819277
47,37984.0599232488
48,60079.139799462
49,19947.89506549736
50,85015.25054028942
51,30535.956083917757
52,15309.525092670341
53,27762.606727509396
54,7472.204231913432
55,281764.84667151
56,125828.57972252493
57,40177.974190782246
58,39729.280940839606
59,57104.415320047694
60,23128.66705129396
61,61774.75099432233
62,20351.26675833072
63,34839.117262562344
64,382876.8783376398
65,64897.63142412495
66,57833.995040039335
67,17390.369848395443
68,179100.6334690795
69,124059.38298576121
70,80373.00127623712
71,165802.8461168314
72,123938.29038143596
73,55672.75086587119
74,39671.1263560503
75,13736.777873472805
76,17339.496057772223
77,38207.276089347
78,60284.83975958361
79,28504.36464586159
80,42436.398101232975
81,30047.8645737291
82,52761.40076592785
83,268206.29443828174
84,35717.585499249646
85,17638.371932932867
86,81439.62177036081
87,22210.063617560612
88,27225.62930494894
89,57271.958716866975
90,33932.512557669965
91,184425.34012565814
92,69049.44526575318
93,23072.26945173977
94,63891.48690714124
95,254553.32588790305
96,27994.01716786908
97,167184.86726525496
98,230757.13983502347
99,35474.25496087174
100,182009.9083844789
101,48534.93187407332
102,108418.06441514823
103,18412.789455596867
104,44887.47414326606
105,196032.38541057296
106,39189.80341586282
107,15429.599186156709
108,24214.975970563475
109,30956.30680209165
110,41574.9834610056
111,21727.37195344918
112,80490.82143782113
113,40691.29763513684
114,39535.76315127175
115,58060.35089662059
116,134205.69056705062
117,110556.41912998515
118,70514.54071076306
119,40711.17128438054
120,217730.99784878144
121,16028.583982707753
122,51163.07899390618
123,67978.93284133397
124,48133.72150506998
125,86522.87099173652
126,40099.578168477834
127,121659.85730814804
128,42873.77553028433
129,31183.869908502224
130,41554.688131430215
131,33899.39151339249
132,268337.2865208743
133,138263.15416146058
134,52427.55023577802
135,43357.981970079716
136,200094.08676782655
137,39170.672440692004
138,28462.64077240082
139,19918.695907408342
140,58572.89604569408
141,39613.05689627842
142,44321.21565128564
143,29726.812267839472
144,49831.68222563902
145,153492.38720134247
146,48511.23896174234
147,43188.945217857065
148,14672.789455589407
149,77900.18399153862
150,301258.10146341164
151,74151.61944878452
152,277396.4876214768
153,13663.194141153022
154,57975.36381608062
155,21855.054478082886
156,26686.004508536927
157,45907.09686995549
158,34282.243349343706
159,35198.19211859437
160,98043.25741918682
161,105236.43332905896
162,59147.699070920164
163,57918.77488566494
164,75651.05907212233
165,68579.03724526802
166,19648.223134822925
167,13871.58325295022
168,45107.187235492274
169,62625.12754300857
170,101650.61558852144
171,198925.08862195542
172,46995.75229942473
173,81360.1297105255
174,169486.29443621455
175,32968.91123101394
176,187421.10851239704
177,204239.94471931312
178,71206.53263978352
179,264306.126718819
180,7026.344578765497
181,199313.99385230456
182,13075.76276632258
183,40354.92607945451
184,195745.43881328154
185,14845.74765462459
186,32299.676704110796
187,27079.789906695165
188,52684.170136986606
189,157747.3529135638
190,56743.08413755935
191,29437.92424868941
192,61473.85168327446
193,99005.4014272892
194,13864.811672292464
195,36209.2652971504
196,16537.385855704433
197,65694.6938241782
198,71485.22712870307
199,155605.3269441492
200,37817.504020516484
201,25008.05182510095
202,47922.66045858517
203,48963.38853181833
204,38506.93946970934
205,55945.25522212967
206,28685.87603073097
207,323202.7635724971
208,20702.05565339191
209,9057.316154821005
210,66436.63440245978
211,11533.687081918735
212,19725.124105867784
213,184876.14738160706
214,62350.523283413146
215,46584.51354405675
216,42936.624933448125
217,17255.03691655803
218,12193.903665125144
219,62259.25637127492
220,50149.00266984193
221,56798.52437168326
222,17690.1226203612
223,51892.70983858958
224,84725.16710114275
225,220728.2310470128
226,157285.87878314254
227,16464.871247324103
228,301258.10146341164
229,36156.263210552934
230,75910.07442897056
231,218903.59770339142
232,66113.02747247189
233,187604.22633712614
234,15619.10307234332
235,9213.434492018318
236,53383.33546230368
237,14318.90451873474
238,27252.22981998577
239,84394.85497803283
240,227623.7256951025
241,119949.27436252982
242,21048.610843500333
243,351519.17169034266
244,241241.71761925245
245,25253.46744929793
246,206445.7549022585
247,46064.274353304434
248,257428.19189029635
249,61624.117684524965
250,44756.16031951892
251,145110.95072971343
252,57411.95365755342
253,23967.946549815024
254,29945.33722905663
255,165641.0083101487
256,71800.06246341967
257,97470.4649494564
258,50443.70703088783
259,134665.18624708004
260,160701.62882720004
261,33276.19835371003
262,42374.28091579472
263,16472.91269832294
264,51088.187942646946
265,41191.061688810565
266,80177.01746398832
267,41291.748663154234
268,156443.3462687011
269,106789.32862239443
270,16521.243947903484
271,48180.75005189742
272,79204.24352672035
273,29872.31766706397
274,220943.89124583697
275,70686.90567200244
276,15168.150171606207
277,33178.852157939524
278,108312.23908005496
279,193937.83891757077
280,127498.43576556662
281,61895.52270759206
282,31016.827421743128
283,103655.49433527225
284,34958.40001287305
285,35060.96737220415
286,32553.00620823798
287,32268.14944775314
288,62686.31476583572
289,86396.22128859199
290,30941.195107589723
291,46176.87335463658
292,106217.2907366298
293,40021.33511397323
294,55104.804508435715
295,48629.81929622417
296,96146.92916063682
297,243728.11342458296
298,19504.84097266257
299,19638.631617739917
300,352206.4034788787
301,162120.27062029304
302,22080.307043500856
303,34771.13851876075
304,39017.9604612387
305,29872.31766706397
306,18039.02902553778
307,54038.98110841912
308,47572.946663812014
309,254553.32588790305
310,16797.811788945648
311,37449.989881184905
312,78664.6546673453
313,292131.97183878213
314,19619.462627932437
315,8516.874310098356
316,35163.835662447316
317,44364.51922932886
318,29394.833857391095
319,12999.3709914501
320,54809.62486573995
321,18502.915509357153
322,40711.17128438054
323,66080.75360078076
324,74587.37698067488
325,287743.3507975538
326,197184.3843698956
327,312647.6233233202
328,132706.92940066155
329,14221.355182831318
330,137791.38173226078
331,20864.42388825476
332,169403.55765756205
333,254553.32588790305
334,27613.890904865028
335,62931.66206485802
336,21919.17684137837
337,68311.67291695367
338,98426.98787909663
339,73646.45222569647
340,46289.74759171875
341,30121.31324063343
342,21610.9850440472
343,37651.67844700098
344,34115.25759482499
345,170232.74620509025
346,64644.6195369378
347,103756.76984684376
348,63860.29750726912
349,77710.22996728773
350,8036.100392889835
351,301258.10146341164
352,104826.15535722634
353,33162.655501117995
354,25902.878357319485
355,216988.07047676976
356,28035.05407794748
357,30283.53289642704
358,41130.76739118382
359,30580.719265866934
360,63922.69153993119
361,32095.2988059732
362,308854.32358310104
363,12140.434745876397
364,19099.584788949975
365,22548.80837829576
366,27278.856324776305
367,72504.6698142872
368,107942.6631908546
369,174014.60844448316
370,55104.804508435715
371,51388.41149611922
372,12337.641542882613
373,54836.39391276144
374,29567.574794773733
375,211754.65457781567
376,29052.373669922596
377,40611.90000642982
378,38638.78017082063
379,40374.6354446694
380,44756.16031951892
381,254926.47997586327
382,22659.179222487153
383,50468.343761548844
384,250362.22857978527
385,253560.91652011333
386,47712.52489145143
