id,per_square_meter_price
0,142602.48984073705
1,18583.983010275857
2,38343.080973554985
3,31084.408540732726
4,23952.411892018372
5,39523.29462855039
6,42427.26843709753
7,173721.2763960885
8,34798.449816868335
9,21146.237162572445
10,28805.111774173532
11,70469.16641097596
12,164698.44834805865
13,44895.19347645527
14,195107.64707093075
15,38781.17524905994
16,15860.920363675395
17,47217.971107808036
18,170805.90047108755
19,49241.96504776306
20,15684.821706998524
21,161596.0786357046
22,253079.36062392904
23,10382.873448078186
24,115679.33734800557
25,42550.14414300701
26,162186.03248926572
27,14546.931160239215
28,115923.7081229331
29,13996.128964456953
30,25572.551412519555
31,176235.33416140906
32,115575.56729465391
33,42426.09586557377
34,28186.418835627726
35,51755.69639816117
36,24963.03328395885
37,34496.6008523961
38,56587.98649047881
39,174718.7600807942
40,122529.63943677633
41,334025.91877357673
42,106732.95389969341
43,112933.15176904321
44,42739.204959143775
45,42386.746726991114
46,156655.65845082482
47,28313.363561473907
48,61830.92987448454
49,20231.270498819234
50,91974.35512246985
51,35281.12545661779
52,16797.10002480604
53,27183.79504844274
54,8384.195353265332
55,280859.18709935306
56,122356.27941168043
57,33664.3376911906
58,39332.51645298564
59,52948.16811241345
60,25771.85403465138
61,67319.65668487051
62,19508.200483065033
63,32902.66153769565
64,368691.10853454063
65,64554.31647673639
66,52848.81258016673
67,13813.548218143464
68,176665.18188557946
69,123787.24483276071
70,75513.8342711867
71,162513.09835121396
72,118703.01884128977
73,63754.17353163792
74,42226.20021832012
75,15492.263498584261
76,19308.753855140927
77,43517.9495666232
78,58671.84023128777
79,26779.269570145905
80,41612.29077893864
81,33020.71469232116
82,56469.20040394224
83,262779.4204615111
84,32671.185883774408
85,23458.43341084598
86,61464.783837225594
87,27245.36619310146
88,30254.323079264075
89,54467.3700674718
90,38550.907047760535
91,182443.7457502845
92,68779.56899660836
93,24772.753896286365
94,51699.29043176326
95,253142.56776745716
96,26261.09732462841
97,187558.43988744667
98,228786.5252268021
99,40451.06810014937
100,190761.37402556994
101,48972.90358488466
102,110493.13192515206
103,19119.019675678574
104,46648.0617532779
105,191810.9280089448
106,37871.551983459634
107,18268.48756980448
108,26487.973804139936
109,34372.91735318548
110,45311.961816139265
111,22626.344268630615
112,85903.13812992602
113,43156.04481379412
114,29459.168438500034
115,59331.125209025784
116,129050.01331553668
117,117373.77076120874
118,72781.24586976247
119,45283.03927913219
120,223627.7202060239
121,17938.601161623625
122,51260.18589896216
123,66851.53717496448
124,52428.95058060222
125,86218.1894742889
126,31907.453768182368
127,122766.5226584654
128,43004.34921171859
129,33065.62820030075
130,38828.4036039767
131,36365.66692353717
132,270908.2721053136
133,137973.69007248897
134,56073.46055792817
135,37230.49525885939
136,193417.69906413613
137,42548.42771299141
138,27753.829560736547
139,25895.534336399724
140,59716.05900763941
141,45631.21044401507
142,48275.62231564767
143,31575.007952642154
144,46847.07706016237
145,153734.8395270805
146,50821.080768796186
147,34064.824909932984
148,15429.751301791064
149,79958.41339841201
150,294504.60522593895
151,71175.56471522772
152,269777.3819921152
153,10036.092114652436
154,55539.136497472704
155,22459.166006231077
156,25343.613367535712
157,50349.202437851716
158,34535.79802363676
159,37521.24381875238
160,98778.84650875904
161,107373.96101698173
162,63208.80492811039
163,59526.74461269556
164,60000.77151613925
165,71914.5432724642
166,20763.848176406478
167,14688.641782167108
168,41981.392841078174
169,62210.220553521765
170,100417.00856493214
171,195400.29925894857
172,47070.36028392934
173,87956.54607885727
174,170237.6595505535
175,35480.16988896403
176,187429.30057965635
177,211417.38581129763
178,74089.62980265112
179,265383.56962132244
180,8336.29563425467
181,186042.40758546203
182,13770.18273091112
183,40386.11425510452
184,194257.70376788243
185,16699.975687847633
186,30318.527781646193
187,29073.2353104588
188,53311.2795723924
189,174499.4763478697
190,44143.3382277956
191,36845.54777988865
192,59530.78280276455
193,100616.00597917347
194,14271.794678400558
195,40211.95588810387
196,17978.609714805192
197,63044.64167361044
198,71254.93396508922
199,157947.133785889
200,29708.535133444595
201,23102.24852996136
202,53693.7169137958
203,45787.13263062011
204,36973.50330494608
205,63234.691072140544
206,27340.623873084154
207,328293.8211721407
208,22537.993565588367
209,10166.054343791435
210,61813.156922105794
211,12195.915435840538
212,15127.522002463404
213,179285.4151081657
214,68033.8269139915
215,47996.057972928626
216,44370.25412118882
217,13948.300159492826
218,13052.342763259288
219,47359.12502566904
220,57264.05172664196
221,44724.14553523769
222,17446.42890798459
223,50686.14888000133
224,84982.8295974802
225,219907.28724096666
226,158113.65689702652
227,17122.650112528976
228,294504.60522593895
229,27542.342991211906
230,75830.38956296442
231,225579.54604691733
232,66299.9925477387
233,186690.14275938738
234,16720.392619021863
235,10228.53382010004
236,55046.31101715179
237,12550.249612364996
238,30177.784931165537
239,72762.01553519136
240,225958.19485398335
241,120344.03053437076
242,23647.498573836874
243,352291.2503652688
244,239265.70057835238
245,28730.463638922316
246,206849.86375025535
247,40630.894975674775
248,250111.41274934795
249,60519.92012843276
250,42583.18262379793
251,144671.83900586364
252,45359.091683837025
253,28217.592736081544
254,32590.635340118577
255,162568.7358062124
256,72891.93765918066
257,103115.03315698139
258,37387.568760097616
259,138394.69430988678
260,165190.00141672188
261,37193.18908904933
262,44538.8591446208
263,18679.223499051175
264,43174.54068699667
265,41551.81856673623
266,79137.13036596199
267,39978.58139340667
268,159328.29544931548
269,90201.89753997634
270,19639.989522616914
271,40280.31103199267
272,77142.08263114883
273,36767.19495993806
274,221073.6310170054
275,81071.00701836018
276,15939.348716172299
277,36431.906790848465
278,105175.12792128757
279,191049.86352260353
280,122906.6201388174
281,57917.026924121055
282,35100.10643045643
283,112933.15176904321
284,33585.65214962182
285,28200.709076621933
286,32799.748862643486
287,25469.132188108346
288,49595.06166815035
289,83315.89372167959
290,33117.948035643756
291,47141.194775552634
292,101522.28722228532
293,42098.31662878786
294,56301.108190024286
295,48999.072151485
296,90967.60011140927
297,240771.154032466
298,21601.377828658213
299,20045.613210274772
300,357571.346066728
301,167145.57825191342
302,24650.145381664282
303,35204.67895960809
304,31115.161938295572
305,35001.58799932923
306,17793.027011685197
307,55986.12297275662
308,46637.01132686695
309,253126.8536943825
310,17927.696011821237
311,41390.4357421755
312,62798.85967403031
313,290432.6762031004
314,22356.932054368048
315,8365.166637515404
316,39422.50419090809
317,46655.02835522752
318,32197.17642946727
319,14369.027846377476
320,53374.99285644586
321,21445.262532806562
322,33964.51234168143
323,64709.56098907334
324,75460.67061633588
325,277070.2088027568
326,192979.23307733182
327,316812.79535370384
328,131931.90477744167
329,18494.885774549086
330,137048.01250525718
331,21033.578747464853
332,161398.3680411247
333,253126.8536943825
334,27345.07130242714
335,64761.234863115336
336,26898.238322300367
337,70273.86187840022
338,78273.64070421118
339,57666.321572342385
340,34791.69084795465
341,37406.67756741994
342,21165.442300733754
343,41247.33806607014
344,38146.40464364256
345,166126.5835494956
346,62738.25297346144
347,105580.18391861426
348,59612.74186698776
349,74239.91657134153
350,8634.421827337335
351,294504.60522593895
352,111046.01629710729
353,25761.56576448332
354,29736.37602532342
355,224042.8905178344
356,34254.14769415507
357,32098.17976427281
358,47353.47834053708
359,35408.911091741924
360,50247.27526127163
361,33750.09700438323
362,302467.3860429718
363,14663.923269882818
364,21651.624595858884
365,25012.280918048815
366,27275.57388994208
367,74257.60774469785
368,102359.20651188002
369,175765.44074684568
370,56239.08069542513
371,55274.31498808048
372,11972.80795176113
373,60015.91883865044
374,30185.19196862034
375,205883.94648866987
376,32412.209815040365
377,34426.35234667489
378,31014.356825298728
379,31595.873869806765
380,49538.42283367245
381,253558.36095413117
382,25024.45547417781
383,53645.833334801704
384,250886.19236614666
385,249692.4976415604
386,45351.509255003795
387,199149.91692725243
388,79696.44183329435
389,13789.481130483959
390,81126.58019110646
391,171621.3372022545
392,340089.3880064569
393,66108.35557247102
394,28619.02116752376
395,60147.27248111111
396,202391.41554562407
397,77319.87488147154
398,60071.089769202496
399,53290.93769488723
400,11233.198353842432
401,63728.26893859255
402,59194.531308222715
403,37054.754363775995
404,22674.71549172908
405,87299.38957588722
406,44767.14690239209
407,205069.51304730066
408,45105.56650187331
409,237555.03212368352
410,112448.84627753151
411,25416.60544330245
412,63927.97059542119
413,31604.119775839303
414,197826.41945873757
415,12552.617141305604
416,17067.80858672767
417,127372.5548159708
418,294504.60522593895
419,201761.95334629263
420,29303.997934856314
421,64885.794417894416
422,29296.408134665915
423,28080.877788362628
424,71527.94773166643
425,76634.17962264354
426,65909.65489884243
427,12812.534580049116
428,20495.86116914035
429,38691.14041036421
430,243623.41583991516
431,77376.74830858971
432,112933.15176904321
433,40727.579561335806
434,34187.79834504408
435,294504.60522593895
436,13734.975489326764
437,53208.30140959841
438,17585.21564149306
439,95255.81970301936
440,35534.78017093945
441,31354.394044863042
442,47232.78698586643
